TOP.5d5a6c11.0007e1b2	START
TOP.5d5cea1c.00094056	user_options->remove_timer	60
TOP.5d5cea1c.00094056	user_options->restore	0
TOP.5d5cea1c.00094056	user_options->restore_disable	0
TOP.5d5cea1c.00094056	user_options->restore_timer	60
TOP.5d5cea1c.00094056	user_options->rp_files_cnt	0
TOP.5d5cea1c.00094056	user_options->rp_gen	0
TOP.5d5cea1c.00094056	user_options->rp_gen_func_max	4
TOP.5d5cea1c.00094056	user_options->rp_gen_func_min	1
TOP.5d5cea1c.00094056	user_options->rp_gen_seed	0
TOP.5d5cea1c.00094056	user_options->runtime	0
TOP.5d5cea1c.00094056	user_options->scrypt_tmto	0
TOP.5d5cea1c.00094056	user_options->segment_size	33554432
TOP.5d5cea1c.00094056	user_options->self_test_disable	0
TOP.5d5cea1c.00094056	user_options->slow_candidates	0
TOP.5d5cea1c.00094056	user_options->show	0
TOP.5d5cea1c.00094056	user_options->speed_only	0
TOP.5d5cea1c.00094056	user_options->spin_damp	8
TOP.5d5cea1c.00094056	user_options->status	0
TOP.5d5cea1c.00094056	user_options->status_timer	10
TOP.5d5cea1c.00094056	user_options->stdout_flag	0
TOP.5d5cea1c.00094056	user_options->usage	0
TOP.5d5cea1c.00094056	user_options->username	0
TOP.5d5cea1c.00094056	user_options->veracrypt_pim	0
TOP.5d5cea1c.00094056	user_options->version	0
TOP.5d5cea1c.00094056	user_options->workload_profile	2
TOP.5d5cea1c.00094056	user_options->brain_client	0
TOP.5d5cea1c.00094056	user_options->brain_client_features	2
TOP.5d5cea1c.00094056	user_options->brain_server	0
TOP.5d5cea1c.00094056	user_options->brain_port	6863
TOP.5d5cea1c.00094056	user_options->brain_session	0
TOP.5d5cea1c.00094056	proc_start	1566370332
TOP.5d5cea1c.00094056	proc_stop	1566370332
TOP.5d5cea1c.00094056	STOP
TOP.5d5cea38.00043c5b	START
TOP.5d5cea38.00043c5b	user_options->separator	:
TOP.5d5cea38.00043c5b	user_options->encoding_from	utf-8
TOP.5d5cea38.00043c5b	user_options->encoding_to	utf-8
TOP.5d5cea38.00043c5b	user_options->rule_buf_l	:
TOP.5d5cea38.00043c5b	user_options->rule_buf_r	:
TOP.5d5cea38.00043c5b	user_options->session	hashcat
TOP.5d5cea38.00043c5b	user_options->limit	0
TOP.5d5cea38.00043c5b	user_options->skip	0
TOP.5d5cea38.00043c5b	user_options->attack_mode	0
TOP.5d5cea38.00043c5b	user_options->benchmark	0
TOP.5d5cea38.00043c5b	user_options->benchmark_all	0
TOP.5d5cea38.00043c5b	user_options->bitmap_max	18
TOP.5d5cea38.00043c5b	user_options->bitmap_min	16
TOP.5d5cea38.00043c5b	user_options->debug_mode	0
TOP.5d5cea38.00043c5b	user_options->example_hashes	0
TOP.5d5cea38.00043c5b	user_options->force	1
TOP.5d5cea38.00043c5b	user_options->hwmon_disable	0
TOP.5d5cea38.00043c5b	user_options->hwmon_temp_abort	90
TOP.5d5cea38.00043c5b	user_options->hash_mode	13100
TOP.5d5cea38.00043c5b	user_options->hex_charset	0
TOP.5d5cea38.00043c5b	user_options->hex_salt	0
TOP.5d5cea38.00043c5b	user_options->hex_wordlist	0
TOP.5d5cea38.00043c5b	user_options->increment	0
TOP.5d5cea38.00043c5b	user_options->increment_max	256
TOP.5d5cea38.00043c5b	user_options->increment_min	1
TOP.5d5cea38.00043c5b	user_options->keep_guessing	0
TOP.5d5cea38.00043c5b	user_options->kernel_accel	0
TOP.5d5cea38.00043c5b	user_options->kernel_loops	0
TOP.5d5cea38.00043c5b	user_options->kernel_threads	0
TOP.5d5cea38.00043c5b	user_options->keyspace	0
TOP.5d5cea38.00043c5b	user_options->left	0
TOP.5d5cea38.00043c5b	user_options->logfile_disable	0
TOP.5d5cea38.00043c5b	user_options->loopback	0
TOP.5d5cea38.00043c5b	user_options->machine_readable	0
TOP.5d5cea38.00043c5b	user_options->markov_classic	0
TOP.5d5cea38.00043c5b	user_options->markov_disable	0
TOP.5d5cea38.00043c5b	user_options->markov_threshold	256
TOP.5d5cea38.00043c5b	user_options->opencl_info	0
TOP.5d5cea38.00043c5b	user_options->opencl_vector_width	0
TOP.5d5cea38.00043c5b	user_options->optimized_kernel_enable	0
TOP.5d5cea38.00043c5b	user_options->outfile_autohex	1
TOP.5d5cea38.00043c5b	user_options->outfile_check_timer	5
TOP.5d5cea38.00043c5b	user_options->outfile_format	3
TOP.5d5cea38.00043c5b	user_options->wordlist_autohex_disable	0
TOP.5d5cea38.00043c5b	user_options->potfile_disable	0
TOP.5d5cea38.00043c5b	user_options->progress_only	0
TOP.5d5cea38.00043c5b	user_options->quiet	0
TOP.5d5cea38.00043c5b	user_options->remove	0
TOP.5d5cea38.00043c5b	user_options->remove_timer	60
TOP.5d5cea38.00043c5b	user_options->restore	0
TOP.5d5cea38.00043c5b	user_options->restore_disable	0
TOP.5d5cea38.00043c5b	user_options->restore_timer	60
TOP.5d5cea38.00043c5b	user_options->rp_files_cnt	0
TOP.5d5cea38.00043c5b	user_options->rp_gen	0
TOP.5d5cea38.00043c5b	user_options->rp_gen_func_max	4
TOP.5d5cea38.00043c5b	user_options->rp_gen_func_min	1
TOP.5d5cea38.00043c5b	user_options->rp_gen_seed	0
TOP.5d5cea38.00043c5b	user_options->runtime	0
TOP.5d5cea38.00043c5b	user_options->scrypt_tmto	0
TOP.5d5cea38.00043c5b	user_options->segment_size	33554432
TOP.5d5cea38.00043c5b	user_options->self_test_disable	0
TOP.5d5cea38.00043c5b	user_options->slow_candidates	0
TOP.5d5cea38.00043c5b	user_options->show	0
TOP.5d5cea38.00043c5b	user_options->speed_only	0
TOP.5d5cea38.00043c5b	user_options->spin_damp	8
TOP.5d5cea38.00043c5b	user_options->status	0
TOP.5d5cea38.00043c5b	user_options->status_timer	10
TOP.5d5cea38.00043c5b	user_options->stdout_flag	0
TOP.5d5cea38.00043c5b	user_options->usage	0
TOP.5d5cea38.00043c5b	user_options->username	0
TOP.5d5cea38.00043c5b	user_options->veracrypt_pim	0
TOP.5d5cea38.00043c5b	user_options->version	0
TOP.5d5cea38.00043c5b	user_options->workload_profile	2
TOP.5d5cea38.00043c5b	user_options->brain_client	0
TOP.5d5cea38.00043c5b	user_options->brain_client_features	2
TOP.5d5cea38.00043c5b	user_options->brain_server	0
TOP.5d5cea38.00043c5b	user_options->brain_port	6863
TOP.5d5cea38.00043c5b	user_options->brain_session	0
TOP.5d5cea38.00043c5b	proc_start	1566370360
TOP.5d5cea38.00043c5b	proc_stop	1566370360
TOP.5d5cea38.00043c5b	STOP
TOP.5d5cea54.00010ffc	START
TOP.5d5cea54.00010ffc	user_options->separator	:
TOP.5d5cea54.00010ffc	user_options->encoding_from	utf-8
TOP.5d5cea54.00010ffc	user_options->encoding_to	utf-8
TOP.5d5cea54.00010ffc	user_options->rule_buf_l	:
TOP.5d5cea54.00010ffc	user_options->rule_buf_r	:
TOP.5d5cea54.00010ffc	user_options->session	hashcat
TOP.5d5cea54.00010ffc	user_options->limit	0
TOP.5d5cea54.00010ffc	user_options->skip	0
TOP.5d5cea54.00010ffc	user_options->attack_mode	0
TOP.5d5cea54.00010ffc	user_options->benchmark	0
TOP.5d5cea54.00010ffc	user_options->benchmark_all	0
TOP.5d5cea54.00010ffc	user_options->bitmap_max	18
TOP.5d5cea54.00010ffc	user_options->bitmap_min	16
TOP.5d5cea54.00010ffc	user_options->debug_mode	0
TOP.5d5cea54.00010ffc	user_options->example_hashes	0
TOP.5d5cea54.00010ffc	user_options->force	1
TOP.5d5cea54.00010ffc	user_options->hwmon_disable	0
TOP.5d5cea54.00010ffc	user_options->hwmon_temp_abort	90
TOP.5d5cea54.00010ffc	user_options->hash_mode	13100
TOP.5d5cea54.00010ffc	user_options->hex_charset	0
TOP.5d5cea54.00010ffc	user_options->hex_salt	0
TOP.5d5cea54.00010ffc	user_options->hex_wordlist	0
TOP.5d5cea54.00010ffc	user_options->increment	0
TOP.5d5cea54.00010ffc	user_options->increment_max	256
TOP.5d5cea54.00010ffc	user_options->increment_min	1
TOP.5d5cea54.00010ffc	user_options->keep_guessing	0
TOP.5d5cea54.00010ffc	user_options->kernel_accel	0
TOP.5d5cea54.00010ffc	user_options->kernel_loops	0
TOP.5d5cea54.00010ffc	user_options->kernel_threads	0
TOP.5d5cea54.00010ffc	user_options->keyspace	0
TOP.5d5cea54.00010ffc	user_options->left	0
TOP.5d5cea54.00010ffc	user_options->logfile_disable	0
TOP.5d5cea54.00010ffc	user_options->loopback	0
TOP.5d5cea54.00010ffc	user_options->machine_readable	0
TOP.5d5cea54.00010ffc	user_options->markov_classic	0
TOP.5d5cea54.00010ffc	user_options->markov_disable	0
TOP.5d5cea54.00010ffc	user_options->markov_threshold	256
TOP.5d5cea54.00010ffc	user_options->opencl_info	0
TOP.5d5cea54.00010ffc	user_options->opencl_vector_width	0
TOP.5d5cea54.00010ffc	user_options->optimized_kernel_enable	0
TOP.5d5cea54.00010ffc	user_options->outfile_autohex	1
TOP.5d5cea54.00010ffc	user_options->outfile_check_timer	5
TOP.5d5cea54.00010ffc	user_options->outfile_format	3
TOP.5d5cea54.00010ffc	user_options->wordlist_autohex_disable	0
TOP.5d5cea54.00010ffc	user_options->potfile_disable	0
TOP.5d5cea54.00010ffc	user_options->progress_only	0
TOP.5d5cea54.00010ffc	user_options->quiet	0
TOP.5d5cea54.00010ffc	user_options->remove	0
TOP.5d5cea54.00010ffc	user_options->remove_timer	60
TOP.5d5cea54.00010ffc	user_options->restore	0
TOP.5d5cea54.00010ffc	user_options->restore_disable	0
TOP.5d5cea54.00010ffc	user_options->restore_timer	60
TOP.5d5cea54.00010ffc	user_options->rp_files_cnt	0
TOP.5d5cea54.00010ffc	user_options->rp_gen	0
TOP.5d5cea54.00010ffc	user_options->rp_gen_func_max	4
TOP.5d5cea54.00010ffc	user_options->rp_gen_func_min	1
TOP.5d5cea54.00010ffc	user_options->rp_gen_seed	0
TOP.5d5cea54.00010ffc	user_options->runtime	0
TOP.5d5cea54.00010ffc	user_options->scrypt_tmto	0
TOP.5d5cea54.00010ffc	user_options->segment_size	33554432
TOP.5d5cea54.00010ffc	user_options->self_test_disable	0
TOP.5d5cea54.00010ffc	user_options->slow_candidates	0
TOP.5d5cea54.00010ffc	user_options->show	0
TOP.5d5cea54.00010ffc	user_options->speed_only	0
TOP.5d5cea54.00010ffc	user_options->spin_damp	8
TOP.5d5cea54.00010ffc	user_options->status	0
TOP.5d5cea54.00010ffc	user_options->status_timer	10
TOP.5d5cea54.00010ffc	user_options->stdout_flag	0
TOP.5d5cea54.00010ffc	user_options->usage	0
TOP.5d5cea54.00010ffc	user_options->username	0
TOP.5d5cea54.00010ffc	user_options->veracrypt_pim	0
TOP.5d5cea54.00010ffc	user_options->version	0
TOP.5d5cea54.00010ffc	user_options->workload_profile	2
TOP.5d5cea54.00010ffc	user_options->brain_client	0
TOP.5d5cea54.00010ffc	user_options->brain_client_features	2
TOP.5d5cea54.00010ffc	user_options->brain_server	0
TOP.5d5cea54.00010ffc	user_options->brain_port	6863
TOP.5d5cea54.00010ffc	user_options->brain_session	0
TOP.5d5cea54.00010ffc	proc_start	1566370388
TOP.5d5cea54.00010ffc	proc_stop	1566370388
TOP.5d5cea54.00010ffc	STOP
TOP.5d5cee14.00001d39	START
TOP.5d5cee14.00001d39	user_options->separator	:
TOP.5d5cee14.00001d39	user_options->encoding_from	utf-8
TOP.5d5cee14.00001d39	user_options->encoding_to	utf-8
TOP.5d5cee14.00001d39	user_options->rule_buf_l	:
TOP.5d5cee14.00001d39	user_options->rule_buf_r	:
TOP.5d5cee14.00001d39	user_options->session	hashcat
TOP.5d5cee14.00001d39	user_options->limit	0
TOP.5d5cee14.00001d39	user_options->skip	0
TOP.5d5cee14.00001d39	user_options->attack_mode	0
TOP.5d5cee14.00001d39	user_options->benchmark	0
TOP.5d5cee14.00001d39	user_options->benchmark_all	0
TOP.5d5cee14.00001d39	user_options->bitmap_max	18
TOP.5d5cee14.00001d39	user_options->bitmap_min	16
TOP.5d5cee14.00001d39	user_options->debug_mode	0
TOP.5d5cee14.00001d39	user_options->example_hashes	0
TOP.5d5cee14.00001d39	user_options->force	1
TOP.5d5cee14.00001d39	user_options->hwmon_disable	0
TOP.5d5cee14.00001d39	user_options->hwmon_temp_abort	90
TOP.5d5cee14.00001d39	user_options->hash_mode	13100
TOP.5d5cee14.00001d39	user_options->hex_charset	0
TOP.5d5cee14.00001d39	user_options->hex_salt	0
TOP.5d5cee14.00001d39	user_options->hex_wordlist	0
TOP.5d5cee14.00001d39	user_options->increment	0
TOP.5d5cee14.00001d39	user_options->increment_max	256
TOP.5d5cee14.00001d39	user_options->increment_min	1
TOP.5d5cee14.00001d39	user_options->keep_guessing	0
TOP.5d5cee14.00001d39	user_options->kernel_accel	0
TOP.5d5cee14.00001d39	user_options->kernel_loops	0
TOP.5d5cee14.00001d39	user_options->kernel_threads	0
TOP.5d5cee14.00001d39	user_options->keyspace	0
TOP.5d5cee14.00001d39	user_options->left	0
TOP.5d5cee14.00001d39	user_options->logfile_disable	0
TOP.5d5cee14.00001d39	user_options->loopback	0
TOP.5d5cee14.00001d39	user_options->machine_readable	0
TOP.5d5cee14.00001d39	user_options->markov_classic	0
TOP.5d5cee14.00001d39	user_options->markov_disable	0
TOP.5d5cee14.00001d39	user_options->markov_threshold	256
TOP.5d5cee14.00001d39	user_options->opencl_info	0
TOP.5d5cee14.00001d39	user_options->opencl_vector_width	0
TOP.5d5cee14.00001d39	user_options->optimized_kernel_enable	0
TOP.5d5cee14.00001d39	user_options->outfile_autohex	1
TOP.5d5cee14.00001d39	user_options->outfile_check_timer	5
TOP.5d5cee14.00001d39	user_options->outfile_format	3
TOP.5d5cee14.00001d39	user_options->wordlist_autohex_disable	0
TOP.5d5cee14.00001d39	user_options->potfile_disable	0
TOP.5d5cee14.00001d39	user_options->progress_only	0
TOP.5d5cee14.00001d39	user_options->quiet	0
TOP.5d5cee14.00001d39	user_options->remove	0
TOP.5d5cee14.00001d39	user_options->remove_timer	60
TOP.5d5cee14.00001d39	user_options->restore	0
TOP.5d5cee14.00001d39	user_options->restore_disable	0
TOP.5d5cee14.00001d39	user_options->restore_timer	60
TOP.5d5cee14.00001d39	user_options->rp_files_cnt	0
TOP.5d5cee14.00001d39	user_options->rp_gen	0
TOP.5d5cee14.00001d39	user_options->rp_gen_func_max	4
TOP.5d5cee14.00001d39	user_options->rp_gen_func_min	1
TOP.5d5cee14.00001d39	user_options->rp_gen_seed	0
TOP.5d5cee14.00001d39	user_options->runtime	0
TOP.5d5cee14.00001d39	user_options->scrypt_tmto	0
TOP.5d5cee14.00001d39	user_options->segment_size	33554432
TOP.5d5cee14.00001d39	user_options->self_test_disable	0
TOP.5d5cee14.00001d39	user_options->slow_candidates	0
TOP.5d5cee14.00001d39	user_options->show	0
TOP.5d5cee14.00001d39	user_options->speed_only	0
TOP.5d5cee14.00001d39	user_options->spin_damp	8
TOP.5d5cee14.00001d39	user_options->status	0
TOP.5d5cee14.00001d39	user_options->status_timer	10
TOP.5d5cee14.00001d39	user_options->stdout_flag	0
TOP.5d5cee14.00001d39	user_options->usage	0
TOP.5d5cee14.00001d39	user_options->username	0
TOP.5d5cee14.00001d39	user_options->veracrypt_pim	0
TOP.5d5cee14.00001d39	user_options->version	0
TOP.5d5cee14.00001d39	user_options->workload_profile	2
TOP.5d5cee14.00001d39	user_options->brain_client	0
TOP.5d5cee14.00001d39	user_options->brain_client_features	2
TOP.5d5cee14.00001d39	user_options->brain_server	0
TOP.5d5cee14.00001d39	user_options->brain_port	6863
TOP.5d5cee14.00001d39	user_options->brain_session	0
TOP.5d5cee14.00001d39	proc_start	1566371348
TOP.5d5cee14.00001d39	proc_stop	1566371348
TOP.5d5cee14.00001d39	STOP
TOP.5d5cee72.000e1dfc	START
TOP.5d5cee72.000e1dfc	user_options->separator	:
TOP.5d5cee72.000e1dfc	user_options->encoding_from	utf-8
TOP.5d5cee72.000e1dfc	user_options->encoding_to	utf-8
TOP.5d5cee72.000e1dfc	user_options->rule_buf_l	:
TOP.5d5cee72.000e1dfc	user_options->rule_buf_r	:
TOP.5d5cee72.000e1dfc	user_options->session	hashcat
TOP.5d5cee72.000e1dfc	user_options->limit	0
TOP.5d5cee72.000e1dfc	user_options->skip	0
TOP.5d5cee72.000e1dfc	user_options->attack_mode	0
TOP.5d5cee72.000e1dfc	user_options->benchmark	0
TOP.5d5cee72.000e1dfc	user_options->benchmark_all	0
TOP.5d5cee72.000e1dfc	user_options->bitmap_max	18
TOP.5d5cee72.000e1dfc	user_options->bitmap_min	16
TOP.5d5cee72.000e1dfc	user_options->debug_mode	0
TOP.5d5cee72.000e1dfc	user_options->example_hashes	0
TOP.5d5cee72.000e1dfc	user_options->force	1
TOP.5d5cee72.000e1dfc	user_options->hwmon_disable	0
TOP.5d5cee72.000e1dfc	user_options->hwmon_temp_abort	90
TOP.5d5cee72.000e1dfc	user_options->hash_mode	13100
TOP.5d5cee72.000e1dfc	user_options->hex_charset	0
TOP.5d5cee72.000e1dfc	user_options->hex_salt	0
TOP.5d5cee72.000e1dfc	user_options->hex_wordlist	0
TOP.5d5cee72.000e1dfc	user_options->increment	0
TOP.5d5cee72.000e1dfc	user_options->increment_max	256
TOP.5d5cee72.000e1dfc	user_options->increment_min	1
TOP.5d5cee72.000e1dfc	user_options->keep_guessing	0
TOP.5d5cee72.000e1dfc	user_options->kernel_accel	0
TOP.5d5cee72.000e1dfc	user_options->kernel_loops	0
TOP.5d5cee72.000e1dfc	user_options->kernel_threads	0
TOP.5d5cee72.000e1dfc	user_options->keyspace	0
TOP.5d5cee72.000e1dfc	user_options->left	0
TOP.5d5cee72.000e1dfc	user_options->logfile_disable	0
TOP.5d5cee72.000e1dfc	user_options->loopback	0
TOP.5d5cee72.000e1dfc	user_options->machine_readable	0
TOP.5d5cee72.000e1dfc	user_options->markov_classic	0
TOP.5d5cee72.000e1dfc	user_options->markov_disable	0
TOP.5d5cee72.000e1dfc	user_options->markov_threshold	256
TOP.5d5cee72.000e1dfc	user_options->opencl_info	0
TOP.5d5cee72.000e1dfc	user_options->opencl_vector_width	0
TOP.5d5cee72.000e1dfc	user_options->optimized_kernel_enable	0
TOP.5d5cee72.000e1dfc	user_options->outfile_autohex	1
TOP.5d5cee72.000e1dfc	user_options->outfile_check_timer	5
TOP.5d5cee72.000e1dfc	user_options->outfile_format	3
TOP.5d5cee72.000e1dfc	user_options->wordlist_autohex_disable	0
TOP.5d5cee72.000e1dfc	user_options->potfile_disable	0
TOP.5d5cee72.000e1dfc	user_options->progress_only	0
TOP.5d5cee72.000e1dfc	user_options->quiet	0
TOP.5d5cee72.000e1dfc	user_options->remove	0
TOP.5d5cee72.000e1dfc	user_options->remove_timer	60
TOP.5d5cee72.000e1dfc	user_options->restore	0
TOP.5d5cee72.000e1dfc	user_options->restore_disable	0
TOP.5d5cee72.000e1dfc	user_options->restore_timer	60
TOP.5d5cee72.000e1dfc	user_options->rp_files_cnt	0
TOP.5d5cee72.000e1dfc	user_options->rp_gen	0
TOP.5d5cee72.000e1dfc	user_options->rp_gen_func_max	4
TOP.5d5cee72.000e1dfc	user_options->rp_gen_func_min	1
TOP.5d5cee72.000e1dfc	user_options->rp_gen_seed	0
TOP.5d5cee72.000e1dfc	user_options->runtime	0
TOP.5d5cee72.000e1dfc	user_options->scrypt_tmto	0
TOP.5d5cee72.000e1dfc	user_options->segment_size	33554432
TOP.5d5cee72.000e1dfc	user_options->self_test_disable	0
TOP.5d5cee72.000e1dfc	user_options->slow_candidates	0
TOP.5d5cee72.000e1dfc	user_options->show	0
TOP.5d5cee72.000e1dfc	user_options->speed_only	0
TOP.5d5cee72.000e1dfc	user_options->spin_damp	8
TOP.5d5cee72.000e1dfc	user_options->status	0
TOP.5d5cee72.000e1dfc	user_options->status_timer	10
TOP.5d5cee72.000e1dfc	user_options->stdout_flag	0
TOP.5d5cee72.000e1dfc	user_options->usage	0
TOP.5d5cee72.000e1dfc	user_options->username	0
TOP.5d5cee72.000e1dfc	user_options->veracrypt_pim	0
TOP.5d5cee72.000e1dfc	user_options->version	0
TOP.5d5cee72.000e1dfc	user_options->workload_profile	2
TOP.5d5cee72.000e1dfc	user_options->brain_client	0
TOP.5d5cee72.000e1dfc	user_options->brain_client_features	2
TOP.5d5cee72.000e1dfc	user_options->brain_server	0
TOP.5d5cee72.000e1dfc	user_options->brain_port	6863
TOP.5d5cee72.000e1dfc	user_options->brain_session	0
TOP.5d5cee72.000e1dfc	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cee72.000e1dfc	hashes->hashlist_mode	4
TOP.5d5cee72.000e1dfc	hashes->hashlist_format	0
TOP.5d5cee72.000e1dfc	hashes->hashes_cnt	0
TOP.5d5cee72.000e1dfc	hashes->digests_cnt	1
TOP.5d5cee72.000e1dfc	hashes->digests_done	0
TOP.5d5cee72.000e1dfc	hashes->salts_cnt	1
TOP.5d5cee72.000e1dfc	hashes->salts_done	0
TOP.5d5cee72.000e1dfc	proc_start	1566371442
TOP.5d5cee72.000e1dfc	proc_stop	1566371443
TOP.5d5cee72.000e1dfc	STOP
TOP.5d5cee81.0004a3ff	START
TOP.5d5cee81.0004a3ff	user_options->separator	:
TOP.5d5cee81.0004a3ff	user_options->encoding_from	utf-8
TOP.5d5cee81.0004a3ff	user_options->encoding_to	utf-8
TOP.5d5cee81.0004a3ff	user_options->rule_buf_l	:
TOP.5d5cee81.0004a3ff	user_options->rule_buf_r	:
TOP.5d5cee81.0004a3ff	user_options->session	hashcat
TOP.5d5cee81.0004a3ff	user_options->limit	0
TOP.5d5cee81.0004a3ff	user_options->skip	0
TOP.5d5cee81.0004a3ff	user_options->attack_mode	0
TOP.5d5cee81.0004a3ff	user_options->benchmark	0
TOP.5d5cee81.0004a3ff	user_options->benchmark_all	0
TOP.5d5cee81.0004a3ff	user_options->bitmap_max	18
TOP.5d5cee81.0004a3ff	user_options->bitmap_min	16
TOP.5d5cee81.0004a3ff	user_options->debug_mode	0
TOP.5d5cee81.0004a3ff	user_options->example_hashes	0
TOP.5d5cee81.0004a3ff	user_options->force	1
TOP.5d5cee81.0004a3ff	user_options->hwmon_disable	0
TOP.5d5cee81.0004a3ff	user_options->hwmon_temp_abort	90
TOP.5d5cee81.0004a3ff	user_options->hash_mode	13100
TOP.5d5cee81.0004a3ff	user_options->hex_charset	0
TOP.5d5cee81.0004a3ff	user_options->hex_salt	0
TOP.5d5cee81.0004a3ff	user_options->hex_wordlist	0
TOP.5d5cee81.0004a3ff	user_options->increment	0
TOP.5d5cee81.0004a3ff	user_options->increment_max	256
TOP.5d5cee81.0004a3ff	user_options->increment_min	1
TOP.5d5cee81.0004a3ff	user_options->keep_guessing	0
TOP.5d5cee81.0004a3ff	user_options->kernel_accel	0
TOP.5d5cee81.0004a3ff	user_options->kernel_loops	0
TOP.5d5cee81.0004a3ff	user_options->kernel_threads	0
TOP.5d5cee81.0004a3ff	user_options->keyspace	0
TOP.5d5cee81.0004a3ff	user_options->left	0
TOP.5d5cee81.0004a3ff	user_options->logfile_disable	0
TOP.5d5cee81.0004a3ff	user_options->loopback	0
TOP.5d5cee81.0004a3ff	user_options->machine_readable	0
TOP.5d5cee81.0004a3ff	user_options->markov_classic	0
TOP.5d5cee81.0004a3ff	user_options->markov_disable	0
TOP.5d5cee81.0004a3ff	user_options->markov_threshold	256
TOP.5d5cee81.0004a3ff	user_options->opencl_info	0
TOP.5d5cee81.0004a3ff	user_options->opencl_vector_width	0
TOP.5d5cee81.0004a3ff	user_options->optimized_kernel_enable	0
TOP.5d5cee81.0004a3ff	user_options->outfile_autohex	1
TOP.5d5cee81.0004a3ff	user_options->outfile_check_timer	5
TOP.5d5cee81.0004a3ff	user_options->outfile_format	3
TOP.5d5cee81.0004a3ff	user_options->wordlist_autohex_disable	0
TOP.5d5cee81.0004a3ff	user_options->potfile_disable	0
TOP.5d5cee81.0004a3ff	user_options->progress_only	0
TOP.5d5cee81.0004a3ff	user_options->quiet	0
TOP.5d5cee81.0004a3ff	user_options->remove	0
TOP.5d5cee81.0004a3ff	user_options->remove_timer	60
TOP.5d5cee81.0004a3ff	user_options->restore	0
TOP.5d5cee81.0004a3ff	user_options->restore_disable	0
TOP.5d5cee81.0004a3ff	user_options->restore_timer	60
TOP.5d5cee81.0004a3ff	user_options->rp_files_cnt	0
TOP.5d5cee81.0004a3ff	user_options->rp_gen	0
TOP.5d5cee81.0004a3ff	user_options->rp_gen_func_max	4
TOP.5d5cee81.0004a3ff	user_options->rp_gen_func_min	1
TOP.5d5cee81.0004a3ff	user_options->rp_gen_seed	0
TOP.5d5cee81.0004a3ff	user_options->runtime	0
TOP.5d5cee81.0004a3ff	user_options->scrypt_tmto	0
TOP.5d5cee81.0004a3ff	user_options->segment_size	33554432
TOP.5d5cee81.0004a3ff	user_options->self_test_disable	0
TOP.5d5cee81.0004a3ff	user_options->slow_candidates	0
TOP.5d5cee81.0004a3ff	user_options->show	0
TOP.5d5cee81.0004a3ff	user_options->speed_only	0
TOP.5d5cee81.0004a3ff	user_options->spin_damp	8
TOP.5d5cee81.0004a3ff	user_options->status	0
TOP.5d5cee81.0004a3ff	user_options->status_timer	10
TOP.5d5cee81.0004a3ff	user_options->stdout_flag	0
TOP.5d5cee81.0004a3ff	user_options->usage	0
TOP.5d5cee81.0004a3ff	user_options->username	0
TOP.5d5cee81.0004a3ff	user_options->veracrypt_pim	0
TOP.5d5cee81.0004a3ff	user_options->version	0
TOP.5d5cee81.0004a3ff	user_options->workload_profile	2
TOP.5d5cee81.0004a3ff	user_options->brain_client	0
TOP.5d5cee81.0004a3ff	user_options->brain_client_features	2
TOP.5d5cee81.0004a3ff	user_options->brain_server	0
TOP.5d5cee81.0004a3ff	user_options->brain_port	6863
TOP.5d5cee81.0004a3ff	user_options->brain_session	0
TOP.5d5cee81.0004a3ff	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cee81.0004a3ff	hashes->hashlist_mode	4
TOP.5d5cee81.0004a3ff	hashes->hashlist_format	0
TOP.5d5cee81.0004a3ff	hashes->hashes_cnt	0
TOP.5d5cee81.0004a3ff	hashes->digests_cnt	1
TOP.5d5cee81.0004a3ff	hashes->digests_done	0
TOP.5d5cee81.0004a3ff	hashes->salts_cnt	1
TOP.5d5cee81.0004a3ff	hashes->salts_done	0
TOP.5d5cee81.0004a3ff	proc_start	1566371457
TOP.5d5cee81.0004a3ff	proc_stop	1566371457
TOP.5d5cee81.0004a3ff	STOP
TOP.5d5cef3d.00093e5f	START
TOP.5d5cef3d.00093e5f	user_options->separator	:
TOP.5d5cef3d.00093e5f	user_options->encoding_from	utf-8
TOP.5d5cef3d.00093e5f	user_options->encoding_to	utf-8
TOP.5d5cef3d.00093e5f	user_options->rule_buf_l	:
TOP.5d5cef3d.00093e5f	user_options->rule_buf_r	:
TOP.5d5cef3d.00093e5f	user_options->session	hashcat
TOP.5d5cef3d.00093e5f	user_options->limit	0
TOP.5d5cef3d.00093e5f	user_options->skip	0
TOP.5d5cef3d.00093e5f	user_options->attack_mode	0
TOP.5d5cef3d.00093e5f	user_options->benchmark	0
TOP.5d5cef3d.00093e5f	user_options->benchmark_all	0
TOP.5d5cef3d.00093e5f	user_options->bitmap_max	18
TOP.5d5cef3d.00093e5f	user_options->bitmap_min	16
TOP.5d5cef3d.00093e5f	user_options->debug_mode	0
TOP.5d5cef3d.00093e5f	user_options->example_hashes	0
TOP.5d5cef3d.00093e5f	user_options->force	1
TOP.5d5cef3d.00093e5f	user_options->hwmon_disable	0
TOP.5d5cef3d.00093e5f	user_options->hwmon_temp_abort	90
TOP.5d5cef3d.00093e5f	user_options->hash_mode	13100
TOP.5d5cef3d.00093e5f	user_options->hex_charset	0
